Initializing results for Load Async Mongo Tests - 3 nodes configuration

##################################################################################
Loading workload A try 1
02:09:04.052 [Thread-2] INFO  c.a.mongodb.MongoClientConfiguration - Not validating the replica set name is 'myReplicaSet'.
mongo connection created with mongodb://192.168.5.2:27017/ycsb?replicaSet=myReplicaSet
[OVERALL], RunTime(ms), 16798
[OVERALL], Throughput(ops/sec), 595.3089653530183
[TOTAL_GCS_G1_Young_Generation], Count, 6
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 38
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.22621740683414693
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 6
[TOTAL_GC_TIME], Time(ms), 38
[TOTAL_GC_TIME_%], Time(%), 0.22621740683414693
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 2897.0
[CLEANUP], MinLatency(us), 2896
[CLEANUP], MaxLatency(us), 2897
[CLEANUP], 95thPercentileLatency(us), 2897
[CLEANUP], 99thPercentileLatency(us), 2897
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 1641.5861
[INSERT], MinLatency(us), 165
[INSERT], MaxLatency(us), 195711
[INSERT], 95thPercentileLatency(us), 4031
[INSERT], 99thPercentileLatency(us), 6519
[INSERT], Return=OK, 10000

##################################################################################
Loading workload B try 1
02:09:37.138 [Thread-2] INFO  c.a.mongodb.MongoClientConfiguration - Not validating the replica set name is 'myReplicaSet'.
mongo connection created with mongodb://192.168.5.2:27017/ycsb?replicaSet=myReplicaSet
[OVERALL], RunTime(ms), 18867
[OVERALL], Throughput(ops/sec), 530.0259712725923
[TOTAL_GCS_G1_Young_Generation], Count, 6
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 51
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.2703132453490221
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 6
[TOTAL_GC_TIME], Time(ms), 51
[TOTAL_GC_TIME_%], Time(%), 0.2703132453490221
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 4270.0
[CLEANUP], MinLatency(us), 4268
[CLEANUP], MaxLatency(us), 4271
[CLEANUP], 95thPercentileLatency(us), 4271
[CLEANUP], 99thPercentileLatency(us), 4271
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 1848.0035
[INSERT], MinLatency(us), 198
[INSERT], MaxLatency(us), 193023
[INSERT], 95thPercentileLatency(us), 4471
[INSERT], 99thPercentileLatency(us), 6959
[INSERT], Return=OK, 10000

##################################################################################
Loading workload C try 1
02:10:19.147 [Thread-2] INFO  c.a.mongodb.MongoClientConfiguration - Not validating the replica set name is 'myReplicaSet'.
mongo connection created with mongodb://192.168.5.2:27017/ycsb?replicaSet=myReplicaSet
[OVERALL], RunTime(ms), 23068
[OVERALL], Throughput(ops/sec), 433.5009537020982
[TOTAL_GCS_G1_Young_Generation], Count, 7
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 71
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.3077856771284897
[TOTAL_GCS_G1_Old_Generation], Count, 0
