Initializing results for Run Redis Tests
Running test workload A try 1
[OVERALL], RunTime(ms), 1297
[OVERALL], Throughput(ops/sec), 7710.100231303007
[TOTAL_GCS_G1_Young_Generation], Count, 3
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 24
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 1.8504240555127216
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 3
[TOTAL_GC_TIME], Time(ms), 24
[TOTAL_GC_TIME_%], Time(%), 1.8504240555127216
[READ], Operations, 5060
[READ], AverageLatency(us), 108.20849802371542
[READ], MinLatency(us), 60
[READ], MaxLatency(us), 22031
[READ], 95thPercentileLatency(us), 209
[READ], 99thPercentileLatency(us), 383
[READ], Return=OK, 5060
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 656.0
[CLEANUP], MinLatency(us), 656
[CLEANUP], MaxLatency(us), 656
[CLEANUP], 95thPercentileLatency(us), 656
[CLEANUP], 99thPercentileLatency(us), 656
[UPDATE], Operations, 4940
[UPDATE], AverageLatency(us), 121.18157894736842
[UPDATE], MinLatency(us), 67
[UPDATE], MaxLatency(us), 16527
[UPDATE], 95thPercentileLatency(us), 236
[UPDATE], 99thPercentileLatency(us), 465
[UPDATE], Return=OK, 4940

##################################################################################
Running test workload B try 1
[OVERALL], RunTime(ms), 2344
[OVERALL], Throughput(ops/sec), 4266.211604095563
[TOTAL_GCS_G1_Young_Generation], Count, 3
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 24
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 1.023890784982935
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 3
[TOTAL_GC_TIME], Time(ms), 24
[TOTAL_GC_TIME_%], Time(%), 1.023890784982935
[READ], Operations, 1027
[READ], AverageLatency(us), 141.8003894839338
[READ], MinLatency(us), 65
[READ], MaxLatency(us), 11335
[READ], 95thPercentileLatency(us), 228
[READ], 99thPercentileLatency(us), 675
[READ], Return=OK, 1027
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 635.0
[CLEANUP], MinLatency(us), 635
[CLEANUP], MaxLatency(us), 635
[CLEANUP], 95thPercentileLatency(us), 635
[CLEANUP], 99thPercentileLatency(us), 635
[UPDATE], Operations, 8973
[UPDATE], AverageLatency(us), 221.89624428842083
[UPDATE], MinLatency(us), 91
[UPDATE], MaxLatency(us), 15799
[UPDATE], 95thPercentileLatency(us), 358
[UPDATE], 99thPercentileLatency(us), 644
[UPDATE], Return=OK, 8973

##################################################################################
Running test workload C try 1
[OVERALL], RunTime(ms), 1073
[OVERALL], Throughput(ops/sec), 9319.664492078286
[TOTAL_GCS_G1_Young_Generation], Count, 3
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 20
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 1.863932898415657
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 3
[TOTAL_GC_TIME], Time(ms), 20
[TOTAL_GC_TIME_%], Time(%), 1.863932898415657
[READ], Operations, 10000
[READ], AverageLatency(us), 90.0371
[READ], MinLatency(us), 60
[READ], MaxLatency(us), 16719
[READ], 95thPercentileLatency(us), 147
[READ], 99thPercentileLatency(us), 390
[READ], Return=OK, 10000
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 735.0
[CLEANUP], MinLatency(us), 735
[CLEANUP], MaxLatency(us), 735
[CLEANUP], 95thPercentileLatency(us), 735
[CLEANUP], 99thPercentileLatency(us), 735
Running test workload A try 2
[OVERALL], RunTime(ms), 1598
[OVERALL], Throughput(ops/sec), 6257.822277847309
[TOTAL_GCS_G1_Young_Generation], Count, 3
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 16
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 1.0012515644555695
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
